PO_Number,Vendor,Supplier,Material,PO_Quantity,Order_Value,Due_Date,Creation_Date,Prior_Year_Orders,Prior_Year_Value
NEWPO2026_SCALED_003872,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Ctr Hole, Blu.",26030,296.89,2026-04-01,2026-02-22,1,2968.88
NEWPO2026_SCALED_003873,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Ctr Hole, Blu.",26030,296.89,2026-05-01,2026-02-22,1,2968.88
NEWPO2026_SCALED_003874,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Ctr Hole, Blu.",26030,296.89,2026-06-01,2026-02-22,1,2968.88
NEWPO2026_SCALED_003875,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Ctr Hole, Blu.",26030,296.89,2026-07-01,2026-02-22,1,2968.88
NEWPO2026_SCALED_003876,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Ctr Hole, Blu.",26030,296.89,2026-08-03,2026-02-22,1,2968.88
NEWPO2026_SCALED_003877,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Ctr Hole, Blu.",26030,296.89,2026-09-01,2026-02-22,1,2968.88
NEWPO2026_SCALED_003878,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Ctr Hole, Blu.",26030,296.89,2026-10-01,2026-02-22,1,2968.88
NEWPO2026_SCALED_003879,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Ctr Hole, Blu.",26030,296.89,2026-11-02,2026-02-22,1,2968.88
NEWPO2026_SCALED_003880,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Ctr Hole, Blu.",26030,296.89,2026-12-01,2026-02-22,1,2968.88
NEWPO2026_SCALED_003881,1105431,"Stopper, seals and septa supplier","20MM STOPPER, LYO, BUTYL GRY",1986,109.48,2026-03-02,2026-02-22,1,1094.8
NEWPO2026_SCALED_003882,1105431,"Stopper, seals and septa supplier","20MM STOPPER, LYO, BUTYL GRY",1986,109.48,2026-04-01,2026-02-22,1,1094.8
NEWPO2026_SCALED_003883,1105431,"Stopper, seals and septa supplier","20MM STOPPER, LYO, BUTYL GRY",1986,109.48,2026-05-01,2026-02-22,1,1094.8
NEWPO2026_SCALED_003884,1105431,"Stopper, seals and septa supplier","20MM STOPPER, LYO, BUTYL GRY",1986,109.48,2026-06-01,2026-02-22,1,1094.8
NEWPO2026_SCALED_003885,1105431,"Stopper, seals and septa supplier","20MM STOPPER, LYO, BUTYL GRY",1986,109.48,2026-07-01,2026-02-22,1,1094.8
NEWPO2026_SCALED_003886,1105431,"Stopper, seals and septa supplier","20MM STOPPER, LYO, BUTYL GRY",1986,109.48,2026-08-03,2026-02-22,1,1094.8
NEWPO2026_SCALED_003887,1105431,"Stopper, seals and septa supplier","20MM STOPPER, LYO, BUTYL GRY",1986,109.48,2026-09-01,2026-02-22,1,1094.8
NEWPO2026_SCALED_003888,1105431,"Stopper, seals and septa supplier","20MM STOPPER, LYO, BUTYL GRY",1986,109.48,2026-10-01,2026-02-22,1,1094.8
NEWPO2026_SCALED_003889,1105431,"Stopper, seals and septa supplier","20MM STOPPER, LYO, BUTYL GRY",1986,109.48,2026-11-02,2026-02-22,1,1094.8
NEWPO2026_SCALED_003890,1105431,"Stopper, seals and septa supplier","20MM STOPPER, LYO, BUTYL GRY",1986,109.48,2026-12-01,2026-02-22,1,1094.8
NEWPO2026_SCALED_003891,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Full Tear Off, Red",26308,286.65,2026-03-02,2026-02-22,2,2866.5
NEWPO2026_SCALED_003892,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Full Tear Off, Red",26308,286.65,2026-04-01,2026-02-22,2,2866.5
NEWPO2026_SCALED_003893,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Full Tear Off, Red",26308,286.65,2026-05-01,2026-02-22,2,2866.5
NEWPO2026_SCALED_003894,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Full Tear Off, Red",26308,286.65,2026-06-01,2026-02-22,2,2866.5
NEWPO2026_SCALED_003895,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Full Tear Off, Red",26308,286.65,2026-07-01,2026-02-22,2,2866.5
NEWPO2026_SCALED_003896,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Full Tear Off, Red",26308,286.65,2026-08-03,2026-02-22,2,2866.5
NEWPO2026_SCALED_003897,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Full Tear Off, Red",26308,286.65,2026-09-01,2026-02-22,2,2866.5
NEWPO2026_SCALED_003898,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Full Tear Off, Red",26308,286.65,2026-10-01,2026-02-22,2,2866.5
NEWPO2026_SCALED_003899,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Full Tear Off, Red",26308,286.65,2026-11-02,2026-02-22,2,2866.5
NEWPO2026_SCALED_003900,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Full Tear Off, Red",26308,286.65,2026-12-01,2026-02-22,2,2866.5
NEWPO2026_SCALED_003901,1105431,"Stopper, seals and septa supplier",STOPPER BUTYL/ETFE 20MM,112,50.0,2026-03-02,2026-02-22,1,500.0
NEWPO2026_SCALED_003902,1105431,"Stopper, seals and septa supplier",STOPPER BUTYL/ETFE 20MM,112,50.0,2026-04-01,2026-02-22,1,500.0
NEWPO2026_SCALED_003903,1105431,"Stopper, seals and septa supplier",STOPPER BUTYL/ETFE 20MM,112,50.0,2026-05-01,2026-02-22,1,500.0
NEWPO2026_SCALED_003904,1105431,"Stopper, seals and septa supplier",STOPPER BUTYL/ETFE 20MM,112,50.0,2026-06-01,2026-02-22,1,500.0
NEWPO2026_SCALED_003905,1105431,"Stopper, seals and septa supplier",STOPPER BUTYL/ETFE 20MM,112,50.0,2026-07-01,2026-02-22,1,500.0
NEWPO2026_SCALED_003906,1105431,"Stopper, seals and septa supplier",STOPPER BUTYL/ETFE 20MM,112,50.0,2026-08-03,2026-02-22,1,500.0
NEWPO2026_SCALED_003907,1105431,"Stopper, seals and septa supplier",STOPPER BUTYL/ETFE 20MM,112,50.0,2026-09-01,2026-02-22,1,500.0
NEWPO2026_SCALED_003908,1105431,"Stopper, seals and septa supplier",STOPPER BUTYL/ETFE 20MM,112,50.0,2026-10-01,2026-02-22,1,500.0
NEWPO2026_SCALED_003909,1105431,"Stopper, seals and septa supplier",STOPPER BUTYL/ETFE 20MM,112,50.0,2026-11-02,2026-02-22,1,500.0
NEWPO2026_SCALED_003910,1105431,"Stopper, seals and septa supplier",STOPPER BUTYL/ETFE 20MM,112,50.0,2026-12-01,2026-02-22,1,500.0
NEWPO2026_SCALED_003911,1105431,"Stopper, seals and septa supplier",SEPTA PTFE RUBBER,58,50.0,2026-03-02,2026-02-22,1,500.0
NEWPO2026_SCALED_003912,1105431,"Stopper, seals and septa supplier",SEPTA PTFE RUBBER,58,50.0,2026-04-01,2026-02-22,1,500.0
NEWPO2026_SCALED_003913,1105431,"Stopper, seals and septa supplier",SEPTA PTFE RUBBER,58,50.0,2026-05-01,2026-02-22,1,500.0
NEWPO2026_SCALED_003914,1105431,"Stopper, seals and septa supplier",SEPTA PTFE RUBBER,58,50.0,2026-06-01,2026-02-22,1,500.0
NEWPO2026_SCALED_003915,1105431,"Stopper, seals and septa supplier",SEPTA PTFE RUBBER,58,50.0,2026-07-01,2026-02-22,1,500.0
NEWPO2026_SCALED_003916,1105431,"Stopper, seals and septa supplier",SEPTA PTFE RUBBER,58,50.0,2026-08-03,2026-02-22,1,500.0
NEWPO2026_SCALED_003917,1105431,"Stopper, seals and septa supplier",SEPTA PTFE RUBBER,58,50.0,2026-09-01,2026-02-22,1,500.0
NEWPO2026_SCALED_003918,1105431,"Stopper, seals and septa supplier",SEPTA PTFE RUBBER,58,50.0,2026-10-01,2026-02-22,1,500.0
NEWPO2026_SCALED_003919,1105431,"Stopper, seals and septa supplier",SEPTA PTFE RUBBER,58,50.0,2026-11-02,2026-02-22,1,500.0
NEWPO2026_SCALED_003920,1105431,"Stopper, seals and septa supplier",SEPTA PTFE RUBBER,58,50.0,2026-12-01,2026-02-22,1,500.0
NEWPO2026_SCALED_003921,1105431,"Stopper, seals and septa supplier","ALUM SEAL,TEAR OUT",1109,101.61,2026-03-02,2026-02-22,2,1016.06
NEWPO2026_SCALED_003922,1105431,"Stopper, seals and septa supplier","ALUM SEAL,TEAR OUT",1109,101.61,2026-04-01,2026-02-22,2,1016.06
NEWPO2026_SCALED_003923,1105431,"Stopper, seals and septa supplier","ALUM SEAL,TEAR OUT",1109,101.61,2026-05-01,2026-02-22,2,1016.06
NEWPO2026_SCALED_003924,1105431,"Stopper, seals and septa supplier","ALUM SEAL,TEAR OUT",1109,101.61,2026-06-01,2026-02-22,2,1016.06
NEWPO2026_SCALED_003925,1105431,"Stopper, seals and septa supplier","ALUM SEAL,TEAR OUT",1109,101.61,2026-07-01,2026-02-22,2,1016.06
NEWPO2026_SCALED_003926,1105431,"Stopper, seals and septa supplier","ALUM SEAL,TEAR OUT",1109,101.61,2026-08-03,2026-02-22,2,1016.06
NEWPO2026_SCALED_003927,1105431,"Stopper, seals and septa supplier","ALUM SEAL,TEAR OUT",1109,101.61,2026-09-01,2026-02-22,2,1016.06
NEWPO2026_SCALED_003928,1105431,"Stopper, seals and septa supplier","ALUM SEAL,TEAR OUT",1109,101.61,2026-10-01,2026-02-22,2,1016.06
NEWPO2026_SCALED_003929,1105431,"Stopper, seals and septa supplier","ALUM SEAL,TEAR OUT",1109,101.61,2026-11-02,2026-02-22,2,1016.06
NEWPO2026_SCALED_003930,1105431,"Stopper, seals and septa supplier","ALUM SEAL,TEAR OUT",1109,101.61,2026-12-01,2026-02-22,2,1016.06
NEWPO2026_SCALED_003931,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Full Tear Off, Ylw",9946,109.2,2026-03-02,2026-02-22,1,1092.0
NEWPO2026_SCALED_003932,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Full Tear Off, Ylw",9946,109.2,2026-04-01,2026-02-22,1,1092.0
NEWPO2026_SCALED_003933,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Full Tear Off, Ylw",9946,109.2,2026-05-01,2026-02-22,1,1092.0
NEWPO2026_SCALED_003934,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Full Tear Off, Ylw",9946,109.2,2026-06-01,2026-02-22,1,1092.0
NEWPO2026_SCALED_003935,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Full Tear Off, Ylw",9946,109.2,2026-07-01,2026-02-22,1,1092.0
NEWPO2026_SCALED_003936,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Full Tear Off, Ylw",9946,109.2,2026-08-03,2026-02-22,1,1092.0
NEWPO2026_SCALED_003937,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Full Tear Off, Ylw",9946,109.2,2026-09-01,2026-02-22,1,1092.0
NEWPO2026_SCALED_003938,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Full Tear Off, Ylw",9946,109.2,2026-10-01,2026-02-22,1,1092.0
NEWPO2026_SCALED_003939,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Full Tear Off, Ylw",9946,109.2,2026-11-02,2026-02-22,1,1092.0
NEWPO2026_SCALED_003940,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Full Tear Off, Ylw",9946,109.2,2026-12-01,2026-02-22,1,1092.0
NEWPO2026_SCALED_003941,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Full Tear Off, Slv",292158,3142.19,2026-03-02,2026-02-22,2,31421.88
NEWPO2026_SCALED_003942,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Full Tear Off, Slv",292158,3142.19,2026-04-01,2026-02-22,2,31421.88
NEWPO2026_SCALED_003943,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Full Tear Off, Slv",292158,3142.19,2026-05-01,2026-02-22,2,31421.88
NEWPO2026_SCALED_003944,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Full Tear Off, Slv",292158,3142.19,2026-06-01,2026-02-22,2,31421.88
NEWPO2026_SCALED_003945,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Full Tear Off, Slv",292158,3142.19,2026-07-01,2026-02-22,2,31421.88
NEWPO2026_SCALED_003946,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Full Tear Off, Slv",292158,3142.19,2026-08-03,2026-02-22,2,31421.88
NEWPO2026_SCALED_003947,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Full Tear Off, Slv",292158,3142.19,2026-09-01,2026-02-22,2,31421.88
NEWPO2026_SCALED_003948,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Full Tear Off, Slv",292158,3142.19,2026-10-01,2026-02-22,2,31421.88
NEWPO2026_SCALED_003949,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Full Tear Off, Slv",292158,3142.19,2026-11-02,2026-02-22,2,31421.88
NEWPO2026_SCALED_003950,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Full Tear Off, Slv",292158,3142.19,2026-12-01,2026-02-22,2,31421.88
NEWPO2026_SCALED_003951,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Flip Off, Wht",4038,61.64,2026-03-02,2026-02-22,1,616.4
NEWPO2026_SCALED_003952,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Flip Off, Wht",4038,61.64,2026-04-01,2026-02-22,1,616.4
NEWPO2026_SCALED_003953,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Flip Off, Wht",4038,61.64,2026-05-01,2026-02-22,1,616.4
NEWPO2026_SCALED_003954,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Flip Off, Wht",4038,61.64,2026-06-01,2026-02-22,1,616.4
NEWPO2026_SCALED_003955,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Flip Off, Wht",4038,61.64,2026-07-01,2026-02-22,1,616.4
NEWPO2026_SCALED_003956,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Flip Off, Wht",4038,61.64,2026-08-03,2026-02-22,1,616.4
NEWPO2026_SCALED_003957,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Flip Off, Wht",4038,61.64,2026-09-01,2026-02-22,1,616.4
NEWPO2026_SCALED_003958,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Flip Off, Wht",4038,61.64,2026-10-01,2026-02-22,1,616.4
NEWPO2026_SCALED_003959,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Flip Off, Wht",4038,61.64,2026-11-02,2026-02-22,1,616.4
NEWPO2026_SCALED_003960,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Flip Off, Wht",4038,61.64,2026-12-01,2026-02-22,1,616.4
NEWPO2026_SCALED_003961,1105431,"Stopper, seals and septa supplier","13 MM SEAL, CTR TEAR-OUT, ALUM",8157,75.44,2026-03-02,2026-02-22,1,754.4
NEWPO2026_SCALED_003962,1105431,"Stopper, seals and septa supplier","13 MM SEAL, CTR TEAR-OUT, ALUM",8157,75.44,2026-04-01,2026-02-22,1,754.4
NEWPO2026_SCALED_003963,1105431,"Stopper, seals and septa supplier","13 MM SEAL, CTR TEAR-OUT, ALUM",8157,75.44,2026-05-01,2026-02-22,1,754.4
NEWPO2026_SCALED_003964,1105431,"Stopper, seals and septa supplier","13 MM SEAL, CTR TEAR-OUT, ALUM",8157,75.44,2026-06-01,2026-02-22,1,754.4
NEWPO2026_SCALED_003965,1105431,"Stopper, seals and septa supplier","13 MM SEAL, CTR TEAR-OUT, ALUM",8157,75.44,2026-07-01,2026-02-22,1,754.4
NEWPO2026_SCALED_003966,1105431,"Stopper, seals and septa supplier","13 MM SEAL, CTR TEAR-OUT, ALUM",8157,75.44,2026-08-03,2026-02-22,1,754.4
NEWPO2026_SCALED_003967,1105431,"Stopper, seals and septa supplier","13 MM SEAL, CTR TEAR-OUT, ALUM",8157,75.44,2026-09-01,2026-02-22,1,754.4
NEWPO2026_SCALED_003968,1105431,"Stopper, seals and septa supplier","13 MM SEAL, CTR TEAR-OUT, ALUM",8157,75.44,2026-10-01,2026-02-22,1,754.4
NEWPO2026_SCALED_003969,1105431,"Stopper, seals and septa supplier","13 MM SEAL, CTR TEAR-OUT, ALUM",8157,75.44,2026-11-02,2026-02-22,1,754.4
NEWPO2026_SCALED_003970,1105431,"Stopper, seals and septa supplier","13 MM SEAL, CTR TEAR-OUT, ALUM",8157,75.44,2026-12-01,2026-02-22,1,754.4
NEWPO2026_SCALED_003971,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Ctr Tear, Lilac",3804,51.15,2026-03-02,2026-02-22,1,511.5
NEWPO2026_SCALED_003972,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Ctr Tear, Lilac",3804,51.15,2026-04-01,2026-02-22,1,511.5
NEWPO2026_SCALED_003973,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Ctr Tear, Lilac",3804,51.15,2026-05-01,2026-02-22,1,511.5
NEWPO2026_SCALED_003974,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Ctr Tear, Lilac",3804,51.15,2026-06-01,2026-02-22,1,511.5
NEWPO2026_SCALED_003975,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Ctr Tear, Lilac",3804,51.15,2026-07-01,2026-02-22,1,511.5
NEWPO2026_SCALED_003976,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Ctr Tear, Lilac",3804,51.15,2026-08-03,2026-02-22,1,511.5
NEWPO2026_SCALED_003977,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Ctr Tear, Lilac",3804,51.15,2026-09-01,2026-02-22,1,511.5
NEWPO2026_SCALED_003978,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Ctr Tear, Lilac",3804,51.15,2026-10-01,2026-02-22,1,511.5
NEWPO2026_SCALED_003979,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Ctr Tear, Lilac",3804,51.15,2026-11-02,2026-02-22,1,511.5
NEWPO2026_SCALED_003980,1105431,"Stopper, seals and septa supplier","20mm Alum Seal, Ctr Tear, Lilac",3804,51.15,2026-12-01,2026-02-22,1,511.5
NEWPO2026_SCALED_003981,1105431,"Stopper, seals and septa supplier",Seal 20 mm Standard Aluminum,13680,201.65,2026-03-02,2026-02-22,2,2016.5
NEWPO2026_SCALED_003982,1105431,"Stopper, seals and septa supplier",Seal 20 mm Standard Aluminum,13680,201.65,2026-04-01,2026-02-22,2,2016.5
NEWPO2026_SCALED_003983,1105431,"Stopper, seals and septa supplier",Seal 20 mm Standard Aluminum,13680,201.65,2026-05-01,2026-02-22,2,2016.5
NEWPO2026_SCALED_003984,1105431,"Stopper, seals and septa supplier",Seal 20 mm Standard Aluminum,13680,201.65,2026-06-01,2026-02-22,2,2016.5
NEWPO2026_SCALED_003985,1105431,"Stopper, seals and septa supplier",Seal 20 mm Standard Aluminum,13680,201.65,2026-07-01,2026-02-22,2,2016.5
NEWPO2026_SCALED_003986,1105431,"Stopper, seals and septa supplier",Seal 20 mm Standard Aluminum,13680,201.65,2026-08-03,2026-02-22,2,2016.5
NEWPO2026_SCALED_003987,1105431,"Stopper, seals and septa supplier",Seal 20 mm Standard Aluminum,13680,201.65,2026-09-01,2026-02-22,2,2016.5
NEWPO2026_SCALED_003988,1105431,"Stopper, seals and septa supplier",Seal 20 mm Standard Aluminum,13680,201.65,2026-10-01,2026-02-22,2,2016.5
NEWPO2026_SCALED_003989,1105431,"Stopper, seals and septa supplier",Seal 20 mm Standard Aluminum,13680,201.65,2026-11-02,2026-02-22,2,2016.5
NEWPO2026_SCALED_003990,1105431,"Stopper, seals and septa supplier",Seal 20 mm Standard Aluminum,13680,201.65,2026-12-01,2026-02-22,2,2016.5
NEWPO2026_SCALED_003991,1105431,"Stopper, seals and septa supplier",SEPTA PTFE SILICONE,241,50.0,2026-03-02,2026-02-22,1,500.0
NEWPO2026_SCALED_003992,1105431,"Stopper, seals and septa supplier",SEPTA PTFE SILICONE,241,50.0,2026-04-01,2026-02-22,1,500.0
NEWPO2026_SCALED_003993,1105431,"Stopper, seals and septa supplier",SEPTA PTFE SILICONE,241,50.0,2026-05-01,2026-02-22,1,500.0
NEWPO2026_SCALED_003994,1105431,"Stopper, seals and septa supplier",SEPTA PTFE SILICONE,241,50.0,2026-06-01,2026-02-22,1,500.0
NEWPO2026_SCALED_003995,1105431,"Stopper, seals and septa supplier",SEPTA PTFE SILICONE,241,50.0,2026-07-01,2026-02-22,1,500.0
NEWPO2026_SCALED_003996,1105431,"Stopper, seals and septa supplier",SEPTA PTFE SILICONE,241,50.0,2026-08-03,2026-02-22,1,500.0
NEWPO2026_SCALED_003997,1105431,"Stopper, seals and septa supplier",SEPTA PTFE SILICONE,241,50.0,2026-09-01,2026-02-22,1,500.0
NEWPO2026_SCALED_003998,1105431,"Stopper, seals and septa supplier",SEPTA PTFE SILICONE,241,50.0,2026-10-01,2026-02-22,1,500.0
NEWPO2026_SCALED_003999,1105431,"Stopper, seals and septa supplier",SEPTA PTFE SILICONE,241,50.0,2026-11-02,2026-02-22,1,500.0
NEWPO2026_SCALED_004000,1105431,"Stopper, seals and septa supplier",SEPTA PTFE SILICONE,241,50.0,2026-12-01,2026-02-22,1,500.0
NEWPO2026_SCALED_004001,1105431,"Stopper, seals and septa supplier","13mm Alum Seal, Full Tear Off, Wine",4071,55.88,2026-03-02,2026-02-22,1,558.8
NEWPO2026_SCALED_004002,1105431,"Stopper, seals and septa supplier","13mm Alum Seal, Full Tear Off, Wine",4071,55.88,2026-04-01,2026-02-22,1,558.8
NEWPO2026_SCALED_004003,1105431,"Stopper, seals and septa supplier","13mm Alum Seal, Full Tear Off, Wine",4071,55.88,2026-05-01,2026-02-22,1,558.8
NEWPO2026_SCALED_004004,1105431,"Stopper, seals and septa supplier","13mm Alum Seal, Full Tear Off, Wine",4071,55.88,2026-06-01,2026-02-22,1,558.8
NEWPO2026_SCALED_004005,1105431,"Stopper, seals and septa supplier","13mm Alum Seal, Full Tear Off, Wine",4071,55.88,2026-07-01,2026-02-22,1,558.8
NEWPO2026_SCALED_004006,1105431,"Stopper, seals and septa supplier","13mm Alum Seal, Full Tear Off, Wine",4071,55.88,2026-08-03,2026-02-22,1,558.8
NEWPO2026_SCALED_004007,1105431,"Stopper, seals and septa supplier","13mm Alum Seal, Full Tear Off, Wine",4071,55.88,2026-09-01,2026-02-22,1,558.8
NEWPO2026_SCALED_004008,1105431,"Stopper, seals and septa supplier","13mm Alum Seal, Full Tear Off, Wine",4071,55.88,2026-10-01,2026-02-22,1,558.8
NEWPO2026_SCALED_004009,1105431,"Stopper, seals and septa supplier","13mm Alum Seal, Full Tear Off, Wine",4071,55.88,2026-11-02,2026-02-22,1,558.8
NEWPO2026_SCALED_004010,1105431,"Stopper, seals and septa supplier","13mm Alum Seal, Full Tear Off, Wine",4071,55.88,2026-12-01,2026-02-22,1,558.8
NEWPO2026_SCALED_004011,1105431,"Stopper, seals and septa supplier",ALUM SEAL T/OFF 20MM BLU,2019,50.0,2026-03-02,2026-02-22,1,500.0
NEWPO2026_SCALED_004012,1105431,"Stopper, seals and septa supplier",ALUM SEAL T/OFF 20MM BLU,2019,50.0,2026-04-01,2026-02-22,1,500.0
NEWPO2026_SCALED_004013,1105431,"Stopper, seals and septa supplier",ALUM SEAL T/OFF 20MM BLU,2019,50.0,2026-05-01,2026-02-22,1,500.0
NEWPO2026_SCALED_004014,1105431,"Stopper, seals and septa supplier",ALUM SEAL T/OFF 20MM BLU,2019,50.0,2026-06-01,2026-02-22,1,500.0
NEWPO2026_SCALED_004015,1105431,"Stopper, seals and septa supplier",ALUM SEAL T/OFF 20MM BLU,2019,50.0,2026-07-01,2026-02-22,1,500.0
NEWPO2026_SCALED_004016,1105431,"Stopper, seals and septa supplier",ALUM SEAL T/OFF 20MM BLU,2019,50.0,2026-08-03,2026-02-22,1,500.0
NEWPO2026_SCALED_004017,1105431,"Stopper, seals and septa supplier",ALUM SEAL T/OFF 20MM BLU,2019,50.0,2026-09-01,2026-02-22,1,500.0
NEWPO2026_SCALED_004018,1105431,"Stopper, seals and septa supplier",ALUM SEAL T/OFF 20MM BLU,2019,50.0,2026-10-01,2026-02-22,1,500.0
NEWPO2026_SCALED_004019,1105431,"Stopper, seals and septa supplier",ALUM SEAL T/OFF 20MM BLU,2019,50.0,2026-11-02,2026-02-22,1,500.0
NEWPO2026_SCALED_004020,1105431,"Stopper, seals and septa supplier",ALUM SEAL T/OFF 20MM BLU,2019,50.0,2026-12-01,2026-02-22,1,500.0
NEWPO2026_SCALED_004021,1105431,"Stopper, seals and septa supplier",RETENTION SAMPLES,7,10.0,2026-03-02,2026-02-22,1,100.0
NEWPO2026_SCALED_004022,1105431,"Stopper, seals and septa supplier",RETENTION SAMPLES,7,10.0,2026-04-01,2026-02-22,1,100.0
NEWPO2026_SCALED_004023,1105431,"Stopper, seals and septa supplier",RETENTION SAMPLES,7,10.0,2026-05-01,2026-02-22,1,100.0
NEWPO2026_SCALED_004024,1105431,"Stopper, seals and septa supplier",RETENTION SAMPLES,7,10.0,2026-06-01,2026-02-22,1,100.0
NEWPO2026_SCALED_004025,1105431,"Stopper, seals and septa supplier",RETENTION SAMPLES,7,10.0,2026-07-01,2026-02-22,1,100.0
NEWPO2026_SCALED_004026,1105431,"Stopper, seals and septa supplier",RETENTION SAMPLES,7,10.0,2026-08-03,2026-02-22,1,100.0
NEWPO2026_SCALED_004027,1105431,"Stopper, seals and septa supplier",RETENTION SAMPLES,7,10.0,2026-09-01,2026-02-22,1,100.0
NEWPO2026_SCALED_004028,1105431,"Stopper, seals and septa supplier",RETENTION SAMPLES,7,10.0,2026-10-01,2026-02-22,1,100.0
NEWPO2026_SCALED_004029,1105431,"Stopper, seals and septa supplier",RETENTION SAMPLES,7,10.0,2026-11-02,2026-02-22,1,100.0
NEWPO2026_SCALED_004030,1105431,"Stopper, seals and septa supplier",RETENTION SAMPLES,7,10.0,2026-12-01,2026-02-22,1,100.0
NEWPO2026_SCALED_004031,1105431,"Stopper, seals and septa supplier","13MM STOPPER, 2-PRONG, LYO, SILICONE",4021,295.8,2026-03-02,2026-02-22,2,2958.0
NEWPO2026_SCALED_004032,1105431,"Stopper, seals and septa supplier","13MM STOPPER, 2-PRONG, LYO, SILICONE",4021,295.8,2026-04-01,2026-02-22,2,2958.0
NEWPO2026_SCALED_004033,1105431,"Stopper, seals and septa supplier","13MM STOPPER, 2-PRONG, LYO, SILICONE",4021,295.8,2026-05-01,2026-02-22,2,2958.0
NEWPO2026_SCALED_004034,1105431,"Stopper, seals and septa supplier","13MM STOPPER, 2-PRONG, LYO, SILICONE",4021,295.8,2026-06-01,2026-02-22,2,2958.0
NEWPO2026_SCALED_004035,1105431,"Stopper, seals and septa supplier","13MM STOPPER, 2-PRONG, LYO, SILICONE",4021,295.8,2026-07-01,2026-02-22,2,2958.0
NEWPO2026_SCALED_004036,1105431,"Stopper, seals and septa supplier","13MM STOPPER, 2-PRONG, LYO, SILICONE",4021,295.8,2026-08-03,2026-02-22,2,2958.0
NEWPO2026_SCALED_004037,1105431,"Stopper, seals and septa supplier","13MM STOPPER, 2-PRONG, LYO, SILICONE",4021,295.8,2026-09-01,2026-02-22,2,2958.0
NEWPO2026_SCALED_004038,1105431,"Stopper, seals and septa supplier","13MM STOPPER, 2-PRONG, LYO, SILICONE",4021,295.8,2026-10-01,2026-02-22,2,2958.0
NEWPO2026_SCALED_004039,1105431,"Stopper, seals and septa supplier","13MM STOPPER, 2-PRONG, LYO, SILICONE",4021,295.8,2026-11-02,2026-02-22,2,2958.0
